"fila_excel","tax","elev_msnm","colector","herbario","localidad","pais","departamento","municipio","fecha","habito","id","subpop_id"
1047,"Serpocaulon triseriale",NA,"Hoyos S. & J. Hernandez 602","JAUM 12911","Colombia, Antioquia, San Luis, Autopista Medellín Bogota, Vereda La Josefina, camino del Caño La Mariola hacia Santa Barbara","Colombia","Antioquia","San Luis","30651","He",1130,51
1048,"Serpocaulon triseriale",NA,"Callejas R. et al., 4223","HUA 42822","Colombia, Antioquia, San Luis, 16 km de las partidas a San Luis, sobre la vía Medellín-Bogotá, Vereda La Josefina.","Colombia","Antioquia","San Luis","31953","He",1131,49
1049,"Serpocaulon triseriale",1591,"Fonnegra R. et al., 2404","HUA 54455","Colombia, Antioquia, Andes, 6 km de Andes hacia la vereda Momblan, apiario Ledesma Restrepo.","Colombia","Antioquia","Andes","32378","He",1132,34
1050,"Serpocaulon triseriale",NA,"Giraldo-Cañas D.A. 229","HUA 76229","Colombia, Antioquia, Cocorná, vereda La Piñuela, carretera a San Francisco","Colombia","Antioquia","Cocorná","33391","Hr",1133,50
1051,"Serpocaulon triseriale",NA,"D.A. Giraldo-Cañas 391","HUA 76625","Colombia, Antioquia, Cocorná, vereda La Piñuela, carretera a San Francisco","Colombia","Antioquia","Cocorná","33425","He",1134,50
1052,"Serpocaulon triseriale",NA,"Rodriguez W. et al., 4165","HUA 142016","Colombia, Antioquia, Anorí, vereda Santa Gertrudis, finca la Estrella","Colombia","Antioquia","Anorí","37898","He",1135,54
1053,"Serpocaulon triseriale",2286,"Murillo M.T. 1538","COL 000336597","Colombia, Boyacá, entre Pauna y Chiquinquirá.","Colombia","Boyacá","entre Pauna y Chiquinquirá.","25915","Rup",1136,47
1054,"Serpocaulon triseriale",2127,"Acosta-Arteaga C.E. 278","COL 000336569","Colombia, Boyacá, desierto de la Candelaria.","Colombia","Boyacá","desierto de la Candelaria.","27129",NA,1137,75
1055,"Serpocaulon triseriale",2390,"Dueñas H. 3095","COL 000336538","Colombia, Boyacá, Villa de Leyva, Cerro del Espíritu Santo, alrededores de la cabecera municipal.","Colombia","Boyacá","Villa de Leyva","37084","Rup",1138,75
1056,"Serpocaulon triseriale",NA,"Olson P. et al., 24r","FAUC 3185","Colombia, Caldas, Riosucio, Portachuelo.","Colombia","Caldas","Riosucio","32310",NA,1139,33
1057,"Serpocaulon triseriale",NA,"Sanín D. 593","FAUC 5587","Colombia, Caldas, Manizales, vía La Violeta-El Rosario.","Colombia","Caldas","Manizales","38184",NA,1140,45
1058,"Serpocaulon triseriale",NA,"Sanín D. 3473","FAUC xxx","Colombia, Caldas, Villamaría, vía Potosí, cascada del río Nereidas.","Colombia","Caldas","Villamaría","38184",NA,1141,45
1059,"Serpocaulon triseriale",NA,"Sanín D. 526","HUQ 29660","Colombia, Caldas, Manizales, vereda Santagueda, sitio Salto del Cacique.","Colombia","Caldas","Manizales","38297",NA,1142,31
1060,"Serpocaulon triseriale",NA,"Sanín et al., 1892","FAUC XXX","Colombia, Caldas, Chinchiná, vereda La Colina, localidad El Alto Español, al borde de la carretera fronteriza entre los municipios de Santa Rosa y Chinchiná, relicto a mano derecha vía a Chinchiná.","Colombia","Caldas","Chinchiná","38782","He",1143,29
1061,"Serpocaulon triseriale",NA,"Sanín D. et al., 2602","FAUC XXX","Colombia, Caldas, Neira, vía Aranzazu, 4 km del casco urbano.","Colombia","Caldas","Neira","39510",NA,1144,32
1062,"Serpocaulon triseriale",NA,"Sanín D. et al., 2663","FAUC XXX","Colombia, Caldas, Chinchiná, Estación Central El Naranjal-La Romelia, subcuenca río Chinchiná-Campoalegre.","Colombia","Caldas","Chinchiná","39576","He",1145,31
1063,"Serpocaulon triseriale",1126,"Sanín D. 2542","FAUC XXX","Colombia, Caldas, Manizales-Palestina, Empresa ESTEPAN-Colombiana de Quimicos, vía Medellín, Tres Puertas, Regeneración hacia el margen de la empresa.","Colombia","Caldas","Manizales-Palestina","39663","He",1147,31
1064,"Serpocaulon triseriale",NA,"Sanín D. 3470","FAUC XXX","Colombia, Caldas, Villamaría, vía Potosí, cascada del río Nereidas.","Colombia","Caldas","Villamaría","40069","Hr",1148,44
1065,"Serpocaulon triseriale",NA,"Sanín D. et al., 5658","HUA XXx","Colombia, Caldas, Chinchiná, vereda La Esmeralda, Bosuqes del Embalse San Francisco, en la vía a los tubos, por el camino de entrenamiento militar.","Colombia","Caldas","Chinchiná","41029","He",1149,30
1066,"Serpocaulon triseriale",308,"Bernal H.Y. & D. Tellez 512","COL 000336662","Colombia, Caqueta, km 17 entre Belén de los Andaquies y La Inspección de Policía ""La Mono""","Colombia","Caqueta","km 17 entre Belén de los Andaquies y La Inspección de Policía ""La Mono""","29657","He",1150,23
1067,"Serpocaulon triseriale",308,"Bernal H.Y. & D. Tellez 515","COL 000336590","Colombia, Caqueta, km 17 entre Belén de los Andaquies y La Inspección de Policía ""La Mono""","Colombia","Caqueta","km 17 entre Belén de los Andaquies y La Inspección de Policía ""La Mono""","29657","He",1151,23
1068,"Serpocaulon triseriale",NA,"Estrada J. et al., 53","336536","Colombia, Caquetá, Sierra de Chiribiquete, campamento sur entre éste y los primeros escarpes de la meseta.","Colombia","Caquetá","Sierra de Chiribiquete","33208","He",1152,63
1069,"Serpocaulon triseriale",NA,"Palacios P. et al. 2649","COL 000336541","Colombia, Caquetá, Sierra de Chiribiquete, bosque en la base de la Mesa Norte.","Colombia","Caquetá","Sierra de Chiribiquete","33842","Hr",1153,64
1070,"Serpocaulon triseriale",NA,"Palacios P. et al. 2679","COL 000336540","Colombia, Caquetá, Sierra de Chiribiquete, bosque en la base de la Mesa Norte.","Colombia","Caquetá","Sierra de Chiribiquete","33842","He",1154,64
1071,"Serpocaulon triseriale",NA,"Vasco Gutiérrez A. 208","COL 000336544","Colombia, Caquetá, Solano.","Colombia","Caquetá","Solano.","37121","He",1155,60
1072,"Serpocaulon triseriale",NA,"Vasco Gutiérrez A. 421","HUA 147544","Colombia, Caquetá, Solano.","Colombia","Caquetá","Solano.","37157","He",1156,62
1073,"Serpocaulon triseriale",NA,"Alrévalo R. 333","COL 000014022","Colombia, Caquetá, Solano, Parque Nacional Natural Serranía Chiribiquete (región SE), Estación Puerto Abeja, margen derecho del río Mesay, costado oriental de la Quebrada Puerto Abeja.","Colombia","Caquetá","Solano","37369","He",1157,60
1074,"Serpocaulon triseriale",NA,"Velayos M. et al., 635","COL 000336555","Colombia, Caqueta.","Colombia","Caqueta.",NA,"33931","He",1159,63
1075,"Serpocaulon triseriale",NA,"Acosta-Arteaga C.A. 949","COL 169241","Colombia, Cauca, Rosas, camino de Marquez.Sobre rocas metamorficas descompuestas.","Colombia","Cauca","Rosas","27572",NA,1160,3
1076,"Serpocaulon triseriale",4,"I.Cabrera R. 3837","CUVC 6429","Cauca, Margen Izquierda del Río Guapi, estación del Incora, zona de Potreros","Colombia","Cauca","Margen Izquierda del Río Guapi","27765","He",1161,6
1077,"Serpocaulon triseriale",NA,"Salgado Negrat B.E. et al., 36","CAUP 5387","Colombia, Cauca, Popayán, Universidad del Cauca. Detrás de la Biblioteca de la Facultad de Educación.","Colombia","Cauca","Popayán","36491",NA,1162,4
1078,"Serpocaulon triseriale",NA,"Salgado Negrat B.E. et al., 36","COL 459193","Colombia, Cauca, Popayán, Universidad del Cauca. Detrás de la Biblioteca de la Facultad de Educación.","Colombia","Cauca","Popayán","36491",NA,1163,4
1079,"Serpocaulon triseriale",NA,"Salgado Negrat B.E. et al., 36","COL 459197","Colombia, Cauca, Popayán, Universidad del Cauca. Detrás de la Biblioteca de la Facultad de Educación.","Colombia","Cauca","Popayán","36491",NA,1164,4
1080,"Serpocaulon triseriale",1783,"Casañas Suárez O.L. 147","COL 452891","Colombia, Cauca, El Tambo, Reserva Natural Tambito.","Colombia","Cauca","El Tambo","36590",NA,1165,5
1081,"Serpocaulon triseriale",NA,"Aguilar J.A. 697","CAUP 15174","Colombia, Cauca, Bolivar, alrededores de la zona urbana de la cabecera corregimental. El Morro.","Colombia","Cauca","Bolivar","37782",NA,1166,2
1082,"Serpocaulon triseriale",10,"White J. & R. Warner 41","HUA 4237","Colombia, Chocó, Mangroves south of Virudo.","Colombia","Chocó","Mangroves south of Virudo.","26869","He",1167,17
1083,"Serpocaulon triseriale",40,"Forero E. et al. 1478","COL 000336601","Colombia, Chocó, Río Munguidó, afluente del río Atrato, alrededores de Altagracia.","Colombia","Chocó","Río Munguidó","27517","He",1169,20
1084,"Serpocaulon triseriale",13,"Forero E. et al. 3810","COL 000336552","Colombia, Chocó, Hoya del Río San Juan, alrededores de Palestina.","Colombia","Chocó","Hoya del Río San Juan","28937","He",1170,14
1085,"Serpocaulon triseriale",NA,"Forero E. et al. 4928","COL 000336565","Colombia, Chocó, Hoya del Río San Juan, río Tamaná, afluente el río San Juan, entre Primavera y Santa Rosa.","Colombia","Chocó","Hoya del Río San Juan","28955","He",1171,15
1086,"Serpocaulon triseriale",71,"Forero E. et al. 9566","COL 000336598","Colombia, Chocó, Quibdó, carretera Quibdó-Yuto, km 8-9 ramal hacia el Real de Tanando.","Colombia","Chocó","Quibdó","30496","He",1172,18
1087,"Serpocaulon triseriale",207,"Espinal J et al., 3569","CHOCO 7842","Colombia, Chocó, Bahía Solano, Parque Natural Utría, margen izquierda de la Ensenada.","Colombia","Chocó","Bahía Solano","32829","He",1174,21
1088,"Serpocaulon triseriale",NA,"Muñeton S. 263","MEDEL 33987","Colombia, Chocó, Nuquí, El Amargal.","Colombia","Chocó","Nuquí","34529","He",1175,19
1089,"Serpocaulon triseriale",NA,"Ledezma E. et al., 369","CHOCO 1372","Colombia, Chocó, Unión Panamericana, corregimiento de Raspadura.","Colombia","Chocó","Unión Panamericana","38215","Hr",1176,16
1090,"Serpocaulon triseriale",NA,"Sanín D. et al., 2897","FAUC XXX","Colombia, Chocó, San José del Palmar, vereda Damasco, Escuela Santa Lucia.","Colombia","Chocó","San José del Palmar","39954","He",1177,28
1091,"Serpocaulon triseriale",1798,"Acosta-Arteaga C.E. 412","MEDEL 16208","Colombia, Cundinamarca, Gachetá, confluencia entre los rios Nemegatá y Salinero.","Colombia","Cundinamarca","Gachetá","27167",NA,1178,73
1092,"Serpocaulon triseriale",1448,"Acosta-Arteaga 870","COL 000336647","Colombia, Cundinamarca, Tibacuy, carretera hacia Silvania.","Colombia","Cundinamarca","Tibacuy","27558",NA,1179,41
1093,"Serpocaulon triseriale",1387,"Lozano G. et al., 7199","HUA 114452","Colombia, Cundinamarca, Yacopí, Insp. De Policía de Guadualito, vereda de La Laguna.","Colombia","Cundinamarca","Yacopí","35000","He",1180,46
1094,"Serpocaulon triseriale",NA,"Triana-Moreno L.A. et al., 196","COL 000070300","Colombia, Cundinamarca, Albán, a lo largo del ferrocarril entre el casco urbano y el peaje de Jalisco, vertiente occidental de la Cordillera Oriental.","Colombia","Cundinamarca","Albán","38031","Hr",1181,43
1095,"Serpocaulon triseriale",129,"Pabón M. et al., 398","COL 000336570","Colombia, Guainía caserio del Sejal, río Guainía.","Colombia","Guainía caserio del Sejal","río Guainía.","28416","Hr",1182,68
1096,"Serpocaulon triseriale",136,"Stevenson P. 1223","COL 000335763","Colombia, Guaviare, al este del Retorno, cerca del caño Mico, cerca a la escuela La Morichera.","Colombia","Guaviare","al este del Retorno","34455","He",1183,66
1097,"Serpocaulon triseriale",NA,"López R. et al., 813","COL 000336543","Colombia, Guaviare, San José del Guaviare, en inmediaciones de Ciudad de Piedra, Serranía La Lindosa, carretera San José-El Capricho.","Colombia","Guaviare","San José del Guaviare","35022","He",1184,67
1098,"Serpocaulon triseriale",NA,"Osorio G. 11","COL 248588","Colombia, Huila, Pitalito, 3 km delante de vereda Charguayaco, vía San Adolfo.","Colombia","Huila","Pitalito","30236",NA,1185,24
1099,"Serpocaulon triseriale",NA,"Osorio G. 11","COL 248587","Colombia, Huila, Pitalito, 3 km delante de vereda Charguayaco, vía San Adolfo.","Colombia","Huila","Pitalito","30236",NA,1186,24
1100,"Serpocaulon triseriale",NA,"Llanos F. & J. Camacho 1648a","COL 405388","Colombia, Huila, Colombia, inspección de Santa Ana, camino haia El Cerro de La Cruz, zona con vegetación poco alterada.","Colombia","Huila","Colombia","33131",NA,1188,39
1101,"Serpocaulon triseriale",NA,"Llanos F.  & W.F. Gerardino 2684","COL 410396","Colombia, Huila, Neiva, carretera La Vega, Quebrada el Mico.","Colombia","Huila","Neiva","35147","He",1189,37
1102,"Serpocaulon triseriale",NA,"Sanín D & E. Sanín 3202","FAUC XXX","Colombia, Huila, Pitalito,  vereda Charguayaco, Reserva de la comunidad El Arroyo.","Colombia","Huila","Pitalito","40022","He",1190,24
1103,"Serpocaulon triseriale",NA,"Sanín D. & E. Sanín 3213","FAUC XXX","Colombia, Huila, Pitalito, vereda Charguayaco, Reserva comunidad El Arroyuelo.","Colombia","Huila","Pitalito","40022","He",1191,24
1104,"Serpocaulon triseriale",NA,"Kirkbride J.H. 2459","COL 000336553","COLombia, Magdalena, Sierra Nevada de Santa Marta, on trochas on finca Los Arroyitos.","COLombia","Magdalena","Sierra Nevada de Santa Marta","26580","He",1192,56
1105,"Serpocaulon triseriale",1289,"Idrobo J.M. & R. E. Schultes 876","COL 000336604","Colombia, Meta, cordillera La Macarena (extremo nordeste), macizo Renjifo, faldas orientales.","Colombia","Meta","cordillera La Macarena (extremo nordeste)","18627",NA,1193,38
1106,"Serpocaulon triseriale",250,"Jaramillo-Mejía R. et al., 1038","COL 000336527","Colombia, Meta, Llanos de San Martín, La Serranía, hoya del río Ariari, laguna inundable en la Laguna de Aguasucia.","Colombia","Meta","Llanos de San Martín","20709","He",1194,69
1107,"Serpocaulon triseriale",403,"Echeverry R. 2075","TOLI 1882","Colombia, Meta, primeros cerros al sur de La Macarena, frente al río Guayabero.","Colombia","Meta","primeros cerros al sur de La Macarena","25729","Rup",1195,65
1108,"Serpocaulon triseriale",403,"Echeverry R. 2075","COL 000336615","Colombia, Meta, primeros cerros al sur de La Macarena, frente al río Guayabero.","Colombia","Meta","primeros cerros al sur de La Macarena","25729","Rup",1196,65
1109,"Serpocaulon triseriale",261,"Echeverry R. 2133","COL 000336614","Colombia, Meta, carretera entre Villavicencio-Acacias, a 7 km, finca La Reforma.","Colombia","Meta","carretera entre Villavicencio-Acacias","25754","He",1197,70
1110,"Serpocaulon triseriale",1003,"Murillo M.T. & M.A. Harker 2120","COL 000336526","Colombia, Meta, carretera Quetame-Villavicencio.","Colombia","Meta","carretera Quetame-Villavicencio.","31579",NA,1198,71
1111,"Serpocaulon triseriale",433,"Murillo M.T. & M.A. Harker 2144","COL 000336582","Colombia, Meta, carretera entre Villavicencio, Cumaral y La Medina.","Colombia","Meta","carretera entre Villavicencio","31580","Rup",1199,72
1112,"Serpocaulon triseriale",NA,"Muñoz-E. E.L. 1995","CAUP 18831","Colombia, Piamonte, corregimiento de Nápoles, vereda La Florida. Serranía de los Churumbelos.","Colombia","Piamonte","corregimiento de Nápoles","38843",NA,1200,22
1113,"Serpocaulon triseriale",696,"Hagemann W. & Leist 2047","COL 000336655","Colombia, Putumayo, Mocoa, El Pepino.","Colombia","Putumayo","Mocoa","26713",NA,1201,1
1114,"Serpocaulon triseriale",696,"Hagemann W. & Leist 2047","PSO 14743","Colombia, Putumayo, Mocoa, El Pepino.","Colombia","Putumayo","Mocoa","26713",NA,1202,1
1115,"Serpocaulon triseriale",NA,"Arbelaez G. et al., 1188","HUA 61905","Colombia, Quindio, La Tebaida, vereda La Argentina, Finca Santa Fé, margén izquierda de la Quebrada La Argentina.","Colombia","Quindio","La Tebaida","31351","He",1203,25
1116,"Serpocaulon triseriale",NA,"Arbelaez G. et al., 1188","HUQ 2967","Colombia, Quindio, La Tebaida, vereda La Argentina, Finca Santa Fé, margén izquierda de la Quebrada La Argentina.","Colombia","Quindio","La Tebaida","31351","He",1204,25
1117,"Serpocaulon triseriale",1492,"Vélez M.C. et al., 608","HUQ 6787","Colombia, Quindio, Filandia, vereda La Mesa Alta, finca La Congoja.","Colombia","Quindio","Filandia","32777",NA,1205,27
1118,"Serpocaulon triseriale",1594,"Vélez M.C. et al., 4936","HUQ 14869","Colombia, Quindio, Ciscasia, vereda Buenavista, finca Calamar.","Colombia","Quindio","Ciscasia","34753",NA,1206,27
1119,"Serpocaulon triseriale",1766,"Vélez M.C. et al., 6246","HUQ 16903","Colombia, Quindio, vereda San Rafaél, bosque intervenido a la orilla de río Santo Domingo.","Colombia","Quindio","vereda San Rafaél","35315",NA,1207,26
1120,"Serpocaulon triseriale",1935,"Sanín D. et al., 3053","FAUC cxx","Colombia, Quindio, Filandia, condominio Lusitania, cañón del Río Barbas.","Colombia","Quindio","Filandia","40011","He",1208,27
1121,"Serpocaulon triseriale",NA,"Vélez M.C. et al., 7530","COL 410032","Colombia, Quindío, Filandia, vereda La Cauchera, finca El Recreo.","Colombia","Quindío","Filandia","34943",NA,1209,27
1122,"Serpocaulon triseriale",NA,"Vélez M.C. et al., 5730","HUQ 15940","Colombia, Quindío, Filandia, vereda La Cauchera, finca El Recreo.","Colombia","Quindío","Filandia","34943",NA,1210,27
1123,"Serpocaulon triseriale",NA,"Vélez M.C. et al., 5730","COL 410032","Colombia, Quindío, Filandia, vereda La Cauchera, finca El Recreo.","Colombia","Quindío","Filandia","34943",NA,1211,27
